"name","thematic_area_id","thematic_area","interest_area_id","description","requirements","work_methods","optional_requirements"
"Convocatoria Asesor Comercial o servicio al cliente Externo Tocaima",17,"consumer",NULL,"En Fundación delamujer estamos buscando al mejor Talento en Tocaima¡Si te gusta transformar vidas positivamente este trabajo es para ti!Rango salarial $ 1.877.100 a $ 2.500.000 + auxilio movilización + bonificación por resultados + prestaciones de ley + beneficios extralegales.Estructura salarial por escalas que le permite tener una mejora en su salario básico dentro del mismo cargo según su nivel de desarrollo de competencias, experiencia y contribución a los indicadores de su cargo.Preséntate este lunes 15/05/2023 a las 9:00am en nuestra oficina Calle 5 No. 6-85 Centro Tocaima con tu hoja de vida y preguntas por Jimmy Mancipe.Cargo: Asesor de Inclusión Financiera - (Asesor comercial externo)Objetivo: Transformar positivamente la vida de los microempresarios a través de la asesoría y el acompañamiento en la toma de soluciones de financiamiento para sus negocios (gestión de colocación de microcrédito, gestión de recuperación de cartera y educación financiera )Requisitos Para La PostulaciónSer técnico, tecnólogo, profesional o estudiantes de últimos semestres de carreras administrativas, comerciales, contables, financieras o agropecuarias.Preferiblemente con experiencia mínima de 6 meses o más en labores comerciales tales como Asesor en microcréditos, Asesoría comercial externa, ventas TAT, ventas PAP entre otras.Manejo de dispositivos móviles.Total disponibilidad para realizar trabajo labor 90% externo en calle, 10% labor de oficina.Condiciones Económicas Contrato directo con la organización a término fijo Primer mes entrenamiento Dual (virtual-presencial en oficina) con salario de $1.160.000 +auxilio legal de transporte + prestaciones de ley. Segundo mes capacitación (práctica en la zona asignada) salario: $1.668.560 + auxilio movilización +auxilio legal de transporte + prestaciones de ley Tercer mes Salario $ 1.877.100 + auxilio movilización + bonificación por resultados + prestaciones de ley + beneficios extralegales.Horario: Lunes a viernes 7:45 a m a 6:00pm ( Con 1 hora de almuerzo) y sábados de 7:45 am a 1:00pm Plan carrera que permite ascender al interior de la organización.      Mostrar más           Mostrar menos. Oferta publicada por Fundación delamujer en Tocaima","[""experiencia"", ""comercial"", ""trabajo"", ""mejora"", ""servicio"", ""desarrollo"", ""ventas"", ""transporte"", ""servicio al cliente"", ""entrenamiento""]",NULL,NULL
"¿Cómo podríamos ingeniar una forma de aprovechar los tiempos muertos en el trabajo de una forma productiva y divertida?",9,"talent",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"Analista de Operaciones Financieras",16,"finance",NULL,"¡TE ESTAMOS BUSCANDO, GRAN OFERTA LABORAL!Empresa Multibanco requiere para su equipo de trabajo personal con actitud de servicio, ordenada, estructurada, solidaria, colaboradora y con excelente comunicación asertiva.Técnico / Tecnólogo o estudiante en contabilidad, finanzas, Administración y/o afines.Experiencia mínima de un año en conciliaciones y realización de informes en Excel diarios. Tesorería, manejo de plataformas bancarias y extractos.Habilidades: Alta orientación al detalle y alta concentración.Horario de lunes a viernes (Rotativo de 7am a 5pm o de 9am a 7pm) sábados de 8am a 3pmContrato Indefinido. Salario $1,300,000 + Prestaciones de Ley. Trabajo desde casa¡Si cumples con el perfil no dudes en aplicar!         Mostrar más           Mostrar menos. Oferta publicada por Schmitt Music en Bogotá","[""no"", ""plataformas"", ""manejo"", ""informes"", ""trabajo"", ""equipo""]",NULL,NULL
"¿Cómo podríamos diseñar un modelo salarial viable para nuestros empleados estratégicos?",9,"talent",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"Gerente/ Director de oficina sector financiero o cooperativa",13,"product",NULL,"En Coomeva nos encontramos en la búsqueda de Gerente/ Director de oficina sector financiero o cooperativa con mínimo 3 años en cargos de liderazgo, administración de oficinas de venta y servicio, gestión de personal y fuerzas comerciales, realizando funciones propias del cargo como Garantizar los resultados, el desarrollo comercial y de servicio de su zona y del equipo a cargo, con el fin de lograr el incremento de la base social activa de la cooperativa, la rentabilización de las oficinas asignadas, la tenencia, uso de los productos y la permanencia de los asociados, asegurando una experiencia óptima de servicio, debe contra con estudio Profesional con especialización en carreras administrativas, con enfoque hacia procesos empresariales, de administración, mercadeo, comerciales, gestión, seguimiento y control de recursos.Horario: Lunes a viernes, horario de oficina.Salario: Básico promedio 5.000.000 + Comisiones promedio entre 2.000.000 a 4.000.000 + Beneficios extralegales + Asociatividad         Mostrar más           Mostrar menos. Oferta publicada por COOMEVA en Buenaventura","[""servicio"", ""experiencia"", ""social"", ""comercial"", ""financiero"", ""desarrollo"", ""control"", ""procesos"", ""equipo""]",NULL,NULL
"¿Cómo podríamos disminuir los cuellos de botella en la producción, incrementando la eficacia de los procesos?",15,"quality",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"Shopify Web Developer - Práctica",6,"tech",NULL,"eCommerce store development
Customization of storefront
Assembling of landing page","[""Inglés"", ""eCommerce"", ""Proactividad"", ""Desarrollo web""]","[""virtual""]","[]"
"¿Cómo podríamos conectar los diferentes canales de comunicación con los clientes (omnicanalidad)?",14,"channels",NULL,"Los canales de comunicación no están alineados entre sí respecto a los servicios de la organización",NULL,"[""to_be_agreed""]",NULL
"Analista testing |MULTIENLACE",6,"tech",NULL,"Profesional graduado de carreras profesionales relacionadas con sistemas, desarrollo de software, administración informática o afines. ","[""casos de pruebas"", ""pruebas funcionales"", "" no funcionales"", ""gestión de requisitos"", "" control de cambios"", "" inglés""]","[""to_be_agreed""]",NULL
"¿Cómo podríamos optimizar el proceso de inventario con el uso de herramientas tecnológicas?",18,"logistics",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"Analista Diseño Organizacional",8,"design",NULL,"En ARUS estamos buscando un Analista de Diseño Organizacional que se encargara de proponer, implantar y mantener la gestión integral de procesos en la organización con el propósito de garantizar el mejoramiento continuo y la implementación de estándares, que contribuyan con el cumplimiento de la estrategia organizacional.Debes Contar Con Conocimientos En Power BI e Indicadores. Fundamentos en ISO 9001, ISO 27001, ISO 20000ITIL. Gestión por procesos. sistemas de gestión. Herramientas de mejoramiento conocimientos de transformación digital y de procesos.BSC      Mostrar más           Mostrar menos. Oferta publicada por ARUS Oficial en Bello","[""responsabilidad"", ""digital"", ""estrategia"", ""mejoramiento continuo"", ""procesos"", ""sistemas""]",NULL,NULL
"Practicantes para Nutrium 2023-2",11,"market",NULL,"En Nutrium nos gusta contar con el mejor talento, si eres apasionado, estratégico, le pones el alma y el corazón a todo te queremos con nosotros, por eso te invitamos a postularte para hacer tus prácticas con nosotros en el segundo semestre del año.Nos encontramos en búsqueda de aprendices de las siguientes áreas:Técnica o Tecnología EnCalidad.Logística.Gestión humana.Gestion administrativa.Producción.Alimentos.Infraestructura o dibujo arquitectónico.Comercial.Pregrado EnEconomía.Mercadeo.Psicología.Ingeniería industrial.Alimentos.Ingeniería química.Ingeniería mecánica.Ofertamos: Contrato de aprendizaje, capacitación, desarrollo y beneficios de la compañía.         Mostrar más           Mostrar menos. Oferta publicada por Nutrium en Medellin","[""desarrollo"", ""dibujo""]",NULL,NULL
"Auxiliar Operativo",17,"consumer",NULL,"Company OverviewConectando Personas Mejorando VidasConviértete en un DHL y consigue lo esencial de tu vida diaria, a través de los mejores beneficios, buscamos tu seguridad, tu salud y la de tu familia.Construye tu carrera con nosotros y ten la oportunidad de crecer a través de experiencias multiculturales y retos que te desafiarán cada día.Este no será un trabajo más, será su oportunidad de impactar positivamente en el medio ambiente y en las personas dentro y fuera de DHL.Como empresa global, valoramos la diversidad de nuestros empleados como una verdadera fortaleza, y esta fortaleza solo se puede aprovechar si hacemos que todos sientan que realmente pueden ser ellos mismos a diario, independientemente de su origen étnico, religión, orientación sexual, sexo, discapacidad o cualquier otra característica personal.A eso nos referimos cuando hablamos de inclusión.Diversidad es nuestra fuerza.Ser DHL significa desarrollar al máximo tus capacidades.Role DescriptionApoyar procesos operativos de manejo de mercancía, procedimientos operativos, servicio al cliente.RequirementsBachiller graduado, con mínimo 6 meses de experiencia en labores de bodega, manejo y organización de mercancía en estanterías, manejo de radiofrecuencia, ubicación física de mercancía, disponibilidad de tiempo completo para trabajar en turnos rotativos.ResponsibilitiesRecepción, manejo, almacenamiento, clasificación, embalaje, la preservación y entrega de mercancía. Labores de Packing y Picking (preparación de pedidos), organización de estibas.         Mostrar más           Mostrar menos. Oferta publicada por DHL Supply Chain en Tenjo","[""servicio"", ""empresa"", ""manejo"", ""experiencia"", ""salud"", ""procesos"", ""no"", ""desarrollar"", ""trabajo""]",NULL,NULL
"Graphic Designer",8,"design",NULL,"En Solvo Global nos encontramos en la búsqueda de un diseñador gráfico quién trabajará en estrecha colaboración con todos los miembros del equipo creativo. Este puesto requiere una persona muy motivada, con iniciativa propia y capaz de gestionar una gran variedad de proyectos, manteniendo al mismo tiempo una experiencia de marca coherente en todos los canales. El diseñador gráfico debe ser capaz de seguir la dirección de ideas escritas o habladas y convertirlas en un diseño que conecte. Además, este puesto requiere un profundo conocimiento de la marca y el marketing, con capacidad para variar el estilo y los diseños en función del proyecto.Responsabilidades: - Colaborar, aportar ideas y elaborar estrategias con los miembros del equipo para una amplia gama de materiales que pueden incluir páginas web, presentaciones, comunicación interna, boletines y materiales de marketing. Crear conceptos, diseños y maquetaciones basados en principios de diseño. Mantener la identidad de marca para todos nuestros Socios de División. Desarrollar materiales de marketing y ventas, marca y logotipos. Diseñar y mantener formularios de empresa nuevos y existentes creados en LiveCycle. Apoyar en otros proyectos según sea necesario.Habilidades y Cualificaciones - Habilidades Duras y Blandas Al menos 3 años de experiencia directamente relacionada con los deberes y responsabilidades especificados. AA o BFA en Diseño Gráfico. Experiencia probada con el diseño gráfico, con una sólida cartera de trabajo. Tener una base sólida en las tendencias actuales de diseño, marca y tipografía. Mantiene un alto grado de organización y atención al detalle. Experiencia usando Adobe Creative Cloud: InDesign, Photoshop, Illustrator, LiveCycle, etc. Hablar inglés con fluidez (B2)Ofrecemos Contracto a término indefinido, entrenamiento completamente pago 100%. Excelente ambiente laboral. 20% de descuento en Foodology: Avocalia, burritos, the crunch, y wings. 20% de descuento para libros en bukz. Descuentos para tratamientos dentales. Cursos en Solvo university. (Oportunidades de aprender ingles, excel, power BI, entre muchos otros cursos totalmente gratis! 10% de descuento en la universidad María Cano. Cursos en Udemy trimestrales. Cursos de excel, Inglés, finanzas personales y más, para ti y tu familia. Planes de bienestar Remuneración altamente competitiva Muchas oportunidades de crecimiento Oportunidades de practicar el idioma¡Postulate y conoce todos los beneficios de trabajar con Solvo Global! Enviame tu CV al correo alvaro.solis@solvoglobal.com.         Mostrar más           Mostrar menos. Oferta publicada por Solvo Global Careers en Sabaneta","[""marketing"", ""mercado"", ""power"", ""aprender"", ""finanzas"", ""conocimiento"", ""persona"", ""experiencia"", ""entrenamiento"", ""empresa""]",NULL,NULL
